Simulation,Agent,Episode,Reward
0,3,188,15.0
0,4,188,32.0
0,0,189,20.0
0,1,189,15.0
0,2,189,13.0
0,3,189,22.0
0,4,189,13.0
0,0,190,25.0
0,1,190,19.0
0,2,190,25.0
0,3,190,11.0
0,4,190,23.0
0,0,191,13.0
0,1,191,15.0
0,2,191,12.0
0,3,191,21.0
0,4,191,11.0
0,0,192,10.0
0,1,192,20.0
0,2,192,16.0
0,3,192,9.0
0,4,192,16.0
0,0,193,28.0
0,1,193,11.0
0,2,193,9.0
0,3,193,30.0
0,4,193,14.0
0,0,194,12.0
0,1,194,17.0
0,2,194,19.0
0,3,194,16.0
0,4,194,11.0
0,0,195,15.0
0,1,195,14.0
0,2,195,24.0
0,3,195,31.0
0,4,195,47.0
0,0,196,33.0
0,1,196,23.0
0,2,196,14.0
0,3,196,14.0
0,4,196,12.0
0,0,197,13.0
0,1,197,15.0
0,2,197,16.0
0,3,197,13.0
0,4,197,14.0
0,0,198,9.0
0,1,198,14.0
0,2,198,12.0
0,3,198,11.0
0,4,198,21.0
0,0,199,13.0
0,1,199,19.0
0,2,199,9.0
0,3,199,19.0
0,4,199,23.0
0,0,200,14.0
0,1,200,31.0
0,2,200,11.0
0,3,200,19.0
0,4,200,11.0
0,0,201,15.0
0,1,201,46.0
0,2,201,18.0
0,3,201,12.0
0,4,201,20.0
0,0,202,19.0
0,1,202,18.0
0,2,202,17.0
0,3,202,18.0
0,4,202,16.0
0,0,203,26.0
0,1,203,58.0
0,2,203,40.0
0,3,203,14.0
0,4,203,26.0
0,0,204,13.0
0,1,204,11.0
0,2,204,16.0
0,3,204,40.0
0,4,204,25.0
0,0,205,24.0
0,1,205,16.0
0,2,205,17.0
0,3,205,11.0
0,4,205,26.0
0,0,206,18.0
0,1,206,29.0
0,2,206,12.0
0,3,206,11.0
0,4,206,15.0
0,0,207,12.0
0,1,207,17.0
0,2,207,35.0
0,3,207,14.0
0,4,207,19.0
0,0,208,25.0
0,1,208,21.0
0,2,208,37.0
0,3,208,13.0
0,4,208,39.0
0,0,209,14.0
0,1,209,10.0
0,2,209,9.0
0,3,209,17.0
0,4,209,13.0
0,0,210,14.0
0,1,210,14.0
0,2,210,20.0
0,3,210,12.0
0,4,210,16.0
0,0,211,15.0
0,1,211,12.0
0,2,211,21.0
0,3,211,20.0
0,4,211,28.0
0,0,212,12.0
0,1,212,17.0
0,2,212,37.0
0,3,212,21.0
0,4,212,20.0
0,0,213,18.0
0,1,213,11.0
0,2,213,30.0
0,3,213,13.0
0,4,213,20.0
0,0,214,15.0
0,1,214,32.0
0,2,214,10.0
0,3,214,11.0
0,4,214,14.0
0,0,215,23.0
0,1,215,14.0
0,2,215,17.0
0,3,215,15.0
0,4,215,22.0
0,0,216,17.0
0,1,216,17.0
0,2,216,35.0
0,3,216,19.0
0,4,216,16.0
0,0,217,18.0
0,1,217,16.0
0,2,217,21.0
0,3,217,16.0
0,4,217,25.0
0,0,218,32.0
0,1,218,15.0
0,2,218,31.0
0,3,218,21.0
0,4,218,12.0
0,0,219,19.0
0,1,219,14.0
0,2,219,18.0
0,3,219,27.0
0,4,219,14.0
0,0,220,19.0
0,1,220,22.0
0,2,220,23.0
0,3,220,28.0
0,4,220,24.0
0,0,221,21.0
0,1,221,12.0
0,2,221,17.0
0,3,221,17.0
0,4,221,49.0
0,0,222,24.0
0,1,222,18.0
0,2,222,22.0
0,3,222,12.0
0,4,222,44.0
0,0,223,14.0
0,1,223,40.0
0,2,223,16.0
0,3,223,35.0
0,4,223,23.0
0,0,224,69.0
0,1,224,22.0
0,2,224,27.0
0,3,224,15.0
0,4,224,33.0
0,0,225,17.0
0,1,225,12.0
0,2,225,11.0
0,3,225,22.0
0,4,225,30.0
0,0,226,21.0
0,1,226,42.0
0,2,226,11.0
0,3,226,15.0
0,4,226,65.0
0,0,227,11.0
0,1,227,12.0
0,2,227,11.0
0,3,227,11.0
0,4,227,29.0
0,0,228,11.0
0,1,228,11.0
0,2,228,32.0
0,3,228,23.0
0,4,228,18.0
0,0,229,37.0
0,1,229,12.0
0,2,229,26.0
0,3,229,17.0
0,4,229,30.0
0,0,230,17.0
0,1,230,50.0
0,2,230,16.0
0,3,230,11.0
0,4,230,38.0
0,0,231,14.0
0,1,231,24.0
0,2,231,15.0
0,3,231,16.0
0,4,231,15.0
0,0,232,12.0
0,1,232,10.0
0,2,232,9.0
0,3,232,52.0
0,4,232,56.0
0,0,233,19.0
0,1,233,11.0
0,2,233,14.0
0,3,233,51.0
0,4,233,10.0
0,0,234,29.0
0,1,234,18.0
0,2,234,11.0
0,3,234,14.0
0,4,234,29.0
0,0,235,18.0
0,1,235,17.0
0,2,235,23.0
0,3,235,19.0
0,4,235,17.0
0,0,236,11.0
0,1,236,24.0
0,2,236,30.0
0,3,236,11.0
0,4,236,15.0
0,0,237,10.0
0,1,237,112.0
0,2,237,25.0
0,3,237,17.0
0,4,237,15.0
0,0,238,44.0
0,1,238,10.0
0,2,238,29.0
0,3,238,63.0
0,4,238,22.0
0,0,239,26.0
0,1,239,23.0
0,2,239,14.0
0,3,239,29.0
0,4,239,34.0
0,0,240,10.0
0,1,240,18.0
0,2,240,11.0
0,3,240,21.0
0,4,240,19.0
0,0,241,10.0
0,1,241,10.0
0,2,241,13.0
0,3,241,30.0
0,4,241,19.0
0,0,242,12.0
0,1,242,13.0
0,2,242,11.0
0,3,242,18.0
0,4,242,14.0
0,0,243,28.0
0,1,243,29.0
0,2,243,12.0
0,3,243,12.0
0,4,243,33.0
0,0,244,18.0
0,1,244,15.0
0,2,244,16.0
0,3,244,25.0
0,4,244,19.0
0,0,245,12.0
0,1,245,10.0
0,2,245,20.0
0,3,245,30.0
0,4,245,37.0
0,0,246,15.0
0,1,246,31.0
0,2,246,22.0
0,3,246,17.0
0,4,246,18.0
0,0,247,34.0
0,1,247,15.0
0,2,247,16.0
0,3,247,20.0
0,4,247,16.0
0,0,248,11.0
0,1,248,10.0
0,2,248,40.0
0,3,248,48.0
0,4,248,36.0
0,0,249,18.0
0,1,249,79.0
0,2,249,13.0
0,3,249,17.0
0,4,249,11.0
0,0,250,15.0
0,1,250,22.0
0,2,250,27.0
0,3,250,11.0
0,4,250,36.0
0,0,251,11.0
0,1,251,23.0
0,2,251,19.0
0,3,251,41.0
0,4,251,32.0
0,0,252,19.0
